"date","update","ADM1_TH","new_case","total_case","new_death","total_death","ADM1_EN","ADM1_PCODE","Population","weeknum"
2020-02-06,26,"พิษณุโลก",0,0,0,0,"Phitsanulok","TH65",938009,NA
2020-02-06,26,"ภูเก็ต",0,1,0,0,"Phuket","TH83",962681,NA
2020-02-06,26,"มหาสารคาม",0,0,0,0,"Maha Sarakham","TH44",655502,NA
2020-02-06,26,"มุกดาหาร",0,0,0,0,"Mukdahan","TH49",365780,NA
2020-02-06,26,"ยะลา",0,0,0,0,"Yala","TH95",409580,NA
2020-02-06,26,"ยโสธร",0,0,0,0,"Yasothon","TH35",385065,NA
2020-02-06,26,"ระนอง",0,0,0,0,"Ranong","TH85",340692,NA
2020-02-06,26,"ระยอง",0,0,0,0,"Rayong","TH21",1188389,NA
2020-02-06,26,"ราชบุรี",0,0,0,0,"Ratchaburi","TH70",721366,NA
2020-02-06,26,"ร้อยเอ็ด",0,0,0,0,"Roi Et","TH45",848096,NA
2020-02-06,26,"ลพบุรี",0,0,0,0,"Lop Buri","TH16",718935,NA
2020-02-06,26,"ลำปาง",0,0,0,0,"Lampang","TH52",632799,NA
2020-02-06,26,"ลำพูน",0,0,0,0,"Lamphun","TH51",377527,NA
2020-02-06,26,"ศรีสะเกษ",0,0,0,0,"Si Sa Ket","TH33",723648,NA
2020-02-06,26,"สกลนคร",0,0,0,0,"Sakon Nakhon","TH47",768297,NA
2020-02-06,26,"สงขลา",0,0,0,0,"Songkhla","TH90",1574431,NA
2020-02-06,26,"สตูล",0,0,0,0,"Satun","TH91",270993,NA
2020-02-06,26,"สมุทรปราการ",1,1,0,0,"Samut Prakan","TH11",2968727,NA
2020-02-06,26,"สมุทรสงคราม",0,0,0,0,"Samut Songkhram","TH75",152998,NA
2020-02-06,26,"สมุทรสาคร",0,0,0,0,"Samut Sakhon","TH74",1580413,NA
2020-02-06,26,"สระบุรี",0,0,0,0,"Saraburi","TH19",802049,NA
2020-02-06,26,"สระแก้ว",0,0,0,0,"Sa Kaeo","TH27",565874,NA
2020-02-06,26,"สิงห์บุรี",0,0,0,0,"Sing Buri","TH17",155156,NA
2020-02-06,26,"สุพรรณบุรี",0,0,0,0,"Suphan Buri","TH72",748248,NA
2020-02-06,26,"สุราษฎร์ธานี",0,0,0,0,"Surat Thani","TH84",1051922,NA
2020-02-06,26,"สุรินทร์",0,0,0,0,"Surin","TH32",860410,NA
2020-02-06,26,"สุโขทัย",0,0,0,0,"Sukhothai","TH64",596662,NA
2020-02-06,26,"หนองคาย",0,0,0,0,"Nong Khai","TH43",379636,NA
2020-02-06,26,"หนองบัวลำภู",0,0,0,0,"Nong Bua Lam Phu","TH39",438010,NA
2020-02-06,26,"อำนาจเจริญ",0,0,0,0,"Amnat Charoen","TH37",203893,NA
2020-02-06,26,"อุดรธานี",0,0,0,0,"Udon Thani","TH41",1020066,NA
2020-02-06,26,"อุตรดิตถ์",0,0,0,0,"Uttaradit","TH53",371390,NA
2020-02-06,26,"อุทัยธานี",0,0,0,0,"Uthai Thani","TH61",260998,NA
2020-02-06,26,"อุบลราชธานี",0,0,0,0,"Ubon Ratchathani","TH34",1614923,NA
2020-02-06,26,"อ่างทอง",0,0,0,0,"Ang Thong","TH15",216643,NA
2020-02-06,26,"เชียงราย",0,0,0,0,"Chiang Rai","TH57",1089821,NA
